automaton,device,traverser,evaluator,layout,reference_impl,x_size,y_size,steps,rounds,warmup_rounds,x_tile_size,y_tile_size,cuda_block_size_x,cuda_block_size_y,seed,precision,average_time_ms,average_time_per_cell_ns,std_time_ms,rounds_had_same_checksums,checksum
greenberg-hastings,CUDA,spacial_blocking,standard,standard,,13440,13440,50,10,5,1,1,16,16,42,0,91.904325,0.508789,0.107277,true,27296278-27067914-26724107-26646700-27015856-26870925-26730280-26936768-27536716-27570163-26204485-27015763-26484181-26642212-27490894-27115616
greenberg-hastings,CUDA,spacial_blocking,standard,standard,,20160,20160,50,10,5,1,1,16,16,42,0,206.181852,0.507305,0.137498,true,60442563-60250774-59825824-60602068-59777374-60918562-59564409-59238345-60053946-59780501-60671341-60205816-60187833-59902431-60541457-60791426
greenberg-hastings,CUDA,spacial_blocking,standard,standard,,6720,6720,50,10,5,1,2,16,16,42,0,23.080294,0.511096,0.117565,true,6877269-6776783-6594257-6724325-6530918-6806620-6933288-6708879-6460512-6780261-6809832-6770268-6609509-6909766-7133247-6472098
greenberg-hastings,CUDA,spacial_blocking,standard,standard,,13440,13440,50,10,5,1,2,16,16,42,0,91.977273,0.509192,0.216519,true,27296278-27067914-26724107-26646700-27015856-26870925-26730280-26936768-27536716-27570163-26204485-27015763-26484181-26642212-27490894-27115616
greenberg-hastings,CUDA,spacial_blocking,standard,standard,,20160,20160,50,10,5,1,2,16,16,42,0,206.714337,0.508615,0.313751,true,60442563-60250774-59825824-60602068-59777374-60918562-59564409-59238345-60053946-59780501-60671341-60205816-60187833-59902431-60541457-60791426
greenberg-hastings,CUDA,spacial_blocking,standard,standard,,6720,6720,50,10,5,1,4,16,16,42,0,23.128199,0.512157,0.120904,true,6877269-6776783-6594257-6724325-6530918-6806620-6933288-6708879-6460512-6780261-6809832-6770268-6609509-6909766-7133247-6472098
greenberg-hastings,CUDA,spacial_blocking,standard,standard,,13440,13440,50,10,5,1,4,16,16,42,0,91.999541,0.509316,0.171113,true,27296278-27067914-26724107-26646700-27015856-26870925-26730280-26936768-27536716-27570163-26204485-27015763-26484181-26642212-27490894-27115616
greenberg-hastings,CUDA,spacial_blocking,standard,standard,,20160,20160,50,10,5,1,4,16,16,42,0,206.276441,0.507538,0.573186,true,60442563-60250774-59825824-60602068-59777374-60918562-59564409-59238345-60053946-59780501-60671341-60205816-60187833-59902431-60541457-60791426
greenberg-hastings,CUDA,simple,bit_array,bit_array,,6720,6720,50,10,5,0,0,16,16,42,32,18.209903,0.403245,0.009517,true,6877269-6776783-6594257-6724325-6530918-6806620-6933288-6708879-6460512-6780261-6809832-6770268-6609509-6909766-7133247-6472098
greenberg-hastings,CUDA,simple,bit_array,bit_array,,13440,13440,50,10,5,0,0,16,16,42,32,66.889514,0.370305,1.615721,true,27296278-27067914-26724107-26646700-27015856-26870925-26730280-26936768-27536716-27570163-26204485-27015763-26484181-26642212-27490894-27115616
